,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Item Name,Resource Location,Creative Only,OP Only,Commands Only,Max Stack,Renewable,Infinitely Automatically Farmable,,Has a Direct Block Form,Has a Direct Entity Form,Durability,Fuel Time,XP From Cooking,Enchantability,Mining Speed Multiplier,Mining Level,Melee Attack Damage,Melee Attack Speed,Defence,Toughness,Knockback Resistance,Wearable,Edible,Can be Eaten with Full Hunger,Hunger Filled,Saturation Filled,Fire Resistant,Blast Resistant,Lures Entites When Held,Unique Dispenser Interaction,Can be Used in an Enchanting Table,Sold by Villagers,Sold to Villagers,Sold by Wandering Traders,Can Have Enchantments,Used In Crafting,Obtainable From Crafting,Can Repair Gear,Can Be Cooked,,,Obtainable From Cooking,"Has A Unique ""Use"" Function",Rarity,,,,Seperate Item Icon,Has Data Components,
,Splash Potion Of Oozing,"splash_potion[potion_contents={potion:""minecraft:oozing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1499
,Splash Potion Of Weaving,"splash_potion[potion_contents={potion:""minecraft:weaving""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1500
,Splash Potion Of Wind Charging,"splash_potion[potion_contents={potion:""minecraft:wind_charged""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1501
,Lingering Water Bottle,"lingering_potion[potion_contents={potion:""minecraft:water""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1502
,Lingering Uncraftable Potion,lingering_potion,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1503
,Lingering Awkward Potion,"lingering_potion[potion_contents={potion:""minecraft:awkward""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1504
,Lingering Mundane Potion,"lingering_potion[potion_contents={potion:""minecraft:mundane""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1505
,Lingering Thick Potion,"lingering_potion[potion_contents={potion:""minecraft:thick""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1506
,Lingering Potion Of Healing,"lingering_potion[potion_contents={potion:""minecraft:healing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1507
,Lingering Potion Of Healing (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_healing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1508
,Lingering Potion Of Regeneration,"lingering_potion[potion_contents={potion:""minecraft:regeneration""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1509
,Lingering Potion Of Regeneration (Long),"lingering_potion[potion_contents={potion:""minecraft:long_regeneration""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1510
,Lingering Potion Of Regeneration (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_regeneration""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1511
,Lingering Potion Of Strength,"lingering_potion[potion_contents={potion:""minecraft:strength""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1512
,Lingering Potion Of Strength (Long),"lingering_potion[potion_contents={potion:""minecraft:long_strength""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1513
,Lingering Potion Of Strength (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_strength""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1514
,Lingering Potion Of Swiftness,"lingering_potion[potion_contents={potion:""minecraft:swiftness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1515
,Lingering Potion Of Swiftness (Long),"lingering_potion[potion_contents={potion:""minecraft:long_swiftness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1516
,Lingering Potion Of Swiftness (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_swiftness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1517
,Lingering Potion Of Leaping,"lingering_potion[potion_contents={potion:""minecraft:leaping""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1518
,Lingering Potion Of Leaping (Long),"lingering_potion[potion_contents={potion:""minecraft:long_leaping""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1519
,Lingering Potion Of Leaping (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_leaping""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1520
,Lingering Potion Of Luck,"lingering_potion[potion_contents={potion:""minecraft:luck""}]",TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1521
,Lingering Potion Of Night Vision,"lingering_potion[potion_contents={potion:""minecraft:night_vision""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1522
,Lingering Potion Of Night Vision (Long),"lingering_potion[potion_contents={potion:""minecraft:long_night_vision""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1523
,Lingering Potion Of Invisibility ,"lingering_potion[potion_contents={potion:""minecraft:invisibility""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1524
,Lingering Potion Of Invisibility (Long),"lingering_potion[potion_contents={potion:""minecraft:long_invisibility""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1525
,Lingering Potion Of Water Breathing,"lingering_potion[potion_contents={potion:""minecraft:water_breathing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1526
,Lingering Potion Of Water Breathing (Long),"lingering_potion[potion_contents={potion:""minecraft:long_water_breathing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1527
,Lingering Potion Of Fire Resistance,"lingering_potion[potion_contents={potion:""minecraft:fire_resistance""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1528
,Lingering Potion Of Fire Resistance (Long),"lingering_potion[potion_contents={potion:""minecraft:long_fire_resistance""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1529
,Lingering Potion Of Slow Falling,"lingering_potion[potion_contents={potion:""minecraft:slow_falling""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1530
,Lingering Potion Of Slow Falling (Long),"lingering_potion[potion_contents={potion:""minecraft:long_slow_falling""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1531
,Lingering Potion Of Turtle Master,"lingering_potion[potion_contents={potion:""minecraft:turtle_master""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1532
,Lingering Potion Of The Turtle Master (Long),"lingering_potion[potion_contents={potion:""minecraft:long_turtle_master""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1533
,Lingering Potion Of The Turtle Master (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_turtle_master""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1534
,Lingering Potion Of Harming,"lingering_potion[potion_contents={potion:""minecraft:harming""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1535
,Lingering Potion Of Harming (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_harming""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1536
,Lingering Potion Of Poison,"lingering_potion[potion_contents={potion:""minecraft:poison""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1537
,Lingering Potion Of Poison (Long),"lingering_potion[potion_contents={potion:""minecraft:long_poison""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1538
,Lingering Potion Of Poison (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_poison""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1539
,Lingering Potion Of Weakness,"lingering_potion[potion_contents={potion:""minecraft:weakness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1540
,Lingering Potion Of Weakness (Long),"lingering_potion[potion_contents={potion:""minecraft:long_weakness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1541
,Lingering Potion Of Slowness,"lingering_potion[potion_contents={potion:""minecraft:slowness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1542
,Lingering Potion Of Slowness (Long),"lingering_potion[potion_contents={potion:""minecraft:long_slowness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1543
,Lingering Potion Of Slowness (Strong),"lingering_potion[potion_contents={potion:""minecraft:strong_slowness""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1544
,Lingering Potion Of Infestation,"lingering_potion[potion_contents={potion:""minecraft:infested""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1545
,Lingering Potion Of Oozing,"lingering__potion[potion_contents={potion:""minecraft:oozing""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1546
,Lingering Potion Of Weaving,"lingering_potion[potion_contents={potion:""minecraft:weaving""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1547
,Lingering Potion Of Wind Charging,"lingering_potion[potion_contents={potion:""minecraft:wind_charged""}]",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1548
