,,,,,,,,,
Block,Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State
,Blue Orchid,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Allium,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Azure Bluet,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Red Tulip,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Orange Tulip,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,White Tulip,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Pink Tulip,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Oxeye Daisy,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Cornflower,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Lily Of The Valley,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Wither Rose,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Sunflower,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Peony,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Lilac,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Rose Bush,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Pink Petals,0,0,None,FALSE,FALSE,TRUE,FALSE,TRUE
,Short Grass,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Tall Grass,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Fern,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Large Fern,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Vines,0.2,0.2,Shears/Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Lily Pad,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Dead Bush,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Cactus,0.4,0.4,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Sugarcane,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bamboo,1,1,Sword/Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Bamboo Shoot,0,0,None,FALSE,FALSE,FALSE,TRUE,FALSE
,Sweet Berry Bush,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Cave Vines,0,0,None,FALSE,FALSE,TRUE,FALSE,TRUE
,Cave Vines Plant,0,0,None,FALSE,FALSE,TRUE,FALSE,TRUE
,Moss Block,0.1,0.1,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Moss Carpet,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Small Dripleaf,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Big Dripleaf,0.1,0.1,Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Big Dripleaf Stem,0.1,0.1,Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Azalea,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Flowering Azalea,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Spore Blossom,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Hanging Roots,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Mangrove Roots,0.7,0.7,Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Muddy Mangrove Roots,0.7,0.7,Shovel,TRUE,FALSE,FALSE,FALSE,TRUE
,Glow Lichen,0.2,0.2,Axe/Shears/Sword,FALSE,FALSE,FALSE,FALSE,TRUE
,Seagrass,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Tall Seagrass,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Sea Pickle,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Kelp,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Kelp Plant,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Dried Kelp Block,2.5,0.5,Hoe,TRUE,FALSE,TRUE,TRUE,FALSE
,Tube Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Brain Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Bubble Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Fire Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Horn Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dead Tube Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dead Brain Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dead Bubble Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dead Fire Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dead Horn Coral Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Tube Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brain Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bubble Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Fire Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Horn Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Tube Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Brain Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Bubble Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Fire Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Horn Coral,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Tube Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brain Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bubble Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Fire Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Horn Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Tube Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brain Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bubble Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Fire Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Horn Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Tube Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Brain Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Bubble Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Fire Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Horn Coral Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Tube Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Brain Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Bubble Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Fire Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dead Horn Coral Wall Fan,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Torchflower Crop,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Torchflower,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Pitcher Crop,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pitcher Plant,0,0,None,FALSE,FALSE,TRUE,TRUE,TRUE
,Wheat,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Hay Bale,0.5,0.5,Hoe,TRUE,FALSE,TRUE,TRUE,TRUE
,Beetroots,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Carrots,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Potatoes,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pumpkin Stem,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Attached Pumpkin Stem,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pumpkin,1,1,Axe,TRUE,FALSE,FALSE,FALSE,FALSE
,Carved Pumpkin,1,1,Axe,TRUE,FALSE,FALSE,FALSE,TRUE
,Jack O' Lantern,1,1,Axe,TRUE,FALSE,FALSE,FALSE,TRUE
,Melon Stem,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Attached Melon Stem,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Melon,1,1,Axe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cocoa,3,0.2,Axe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,White Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Gray Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Gray Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Black Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brown Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Orange Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Yellow Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lime Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Green Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Cyan Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Blue Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Blue Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Purple Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Magenta Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pink Candle Cake,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Frogspawn,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Turtle Egg,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Sniffer Egg,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Honey Block,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Honeycomb Block,0.6,0.6,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Slime Block,0,0,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Pearlescent Froglight,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Verdant Froglight,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Ochre Froglight,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Bone Block,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Player Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Player Wall Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Wither Skeleton Skull,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Wither Skeleton Wall Skull,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Zombie Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Zombie Wall Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Skeleton Skull,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Skeleton Wall Skull,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Creeper Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Creeper Wall Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Piglin Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Piglin Wall Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dragon Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dragon Wall Head,1,1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dragon Egg,9,3,None,FALSE,TRUE,FALSE,FALSE,FALSE
,Bookshelf,1.5,1.5,Axe,TRUE,FALSE,TRUE,TRUE,FALSE
,Chiseled Bookshelf,1.5,1.5,Axe,TRUE,FALSE,FALSE,FALSE,TRUE
,Command Block,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Chain Command Block,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Repeating Command Block,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Structure Block,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Jigsaw Block,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Structure Void,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Barrier,3600000.8,-1,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Light,3600000.8,-1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bedrock,3600000,-1,None,TRUE,FALSE,FALSE,FALSE,FALSE
,End Portal Frame,3600000,-1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,End Portal,3600000,-1,None,FALSE,FALSE,FALSE,FALSE,FALSE
,End Gateway,3600000,-1,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Nether Portal,0,-1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Monster Spawner,5,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
