Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Enchanted Book (Lure I),True,True,False,False,False,False,False,True,False,True,False,"i), book, (lure, enchanted"
Enchanted Book (Lure II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), (lure, enchanted"
Enchanted Book (Lure III),True,True,False,False,False,False,False,True,False,True,False,"book, (lure, iii), enchanted"
Enchanted Book (Curse Of Binding),True,True,False,False,False,False,False,True,False,True,False,"book, (curse, of, binding), enchanted"
Enchanted Book (Curse Of Vanishing),True,True,False,False,False,False,False,True,False,True,False,"book, (curse, vanishing), of, enchanted"
Bookshelf,False,False,True,True,False,False,False,True,True,False,False,bookshelf
Chiseled Bookshelf,False,False,False,True,False,False,False,True,True,False,False,"bookshelf, chiseled"
Book And Quill,False,False,True,True,False,False,False,True,True,False,False,"book, and, quill"
Written Book,False,False,True,True,False,False,False,True,True,False,False,"book, written"
Knowledge Book,False,False,False,False,False,False,False,True,False,False,False,"book, knowledge"
Empty Map,True,False,True,True,False,False,False,True,True,False,False,"map, empty"
Map,True,False,False,False,False,False,False,False,True,False,False,map
Thing Banner Pattern,False,False,False,True,False,False,False,False,False,False,True,"pattern, banner, thing"
Skull Charge Banner Pattern,False,False,False,True,False,False,False,False,False,False,True,"pattern, banner, skull, charge"
Creeper Charge Banner Pattern,False,False,False,True,False,False,False,False,False,True,False,"pattern, banner, creeper, charge"
Flower Charge Banner Pattern,False,False,False,True,False,False,False,False,True,False,False,"flower, banner, charge, pattern"
Globe Banner Pattern,False,False,False,False,False,False,False,False,True,False,False,"pattern, banner, globe"
Bordure Indented Banner Pattern,True,False,False,True,False,False,False,False,True,False,False,"pattern, banner, indented, bordure"
Field Masoned Banner Pattern,False,False,False,True,False,False,False,False,True,False,False,"pattern, banner, field, masoned"
Snout Banner Pattern,False,False,False,False,False,False,False,False,False,True,False,"pattern, banner, snout"
Flow Banner Pattern,False,False,False,False,False,False,False,False,False,False,True,"pattern, banner, flow"
Guster Banner Pattern,False,False,False,False,False,False,False,False,False,False,True,"pattern, banner, guster"
Angler Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"angler, sherd, pottery"
Archer Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"archer, sherd, pottery"
Arms Up Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"up, sherd, pottery, arms"
Blade Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"blade, sherd, pottery"
Brewer Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sherd, brewer, pottery"
Burn Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"burn, sherd, pottery"
Danger Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"danger, pottery, sherd"
Explorer Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sherd, explorer, pottery"
Friend Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sherd, friend, pottery"
Flow Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sherd, pottery, flow"
Guster Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"guster, sherd, pottery"
Heart Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"heart, sherd, pottery"
Heartbreak Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sherd, pottery, heartbreak"
Howl Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"howl, pottery, sherd"
Miner Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"miner, sherd, pottery"
Mourner Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"mourner, sherd, pottery"
Plenty Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"plenty, sherd, pottery"
Prize Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"prize, sherd, pottery"
Scrape Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"scrape, sherd, pottery"
Sheaf Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"sheaf, sherd, pottery"
Shelter Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"shelter, sherd, pottery"
Skull Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"skull, sherd, pottery"
Snort Pottery Sherd,False,False,True,False,False,False,False,False,False,True,False,"snort, sherd, pottery"
Netherite Upgrade,False,False,True,True,False,False,False,False,False,True,False,"netherite, upgrade"
Bolt Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"bolt, armor, trim"
Coast Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, coast, trim"
Dune Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, dune, trim"
Eye Armor Trim,False,False,True,True,False,False,False,False,False,False,True,"armor, eye, trim"
Flow Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, trim, flow"
Host Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, host, trim"
Raiser Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"raiser, armor, trim"
Rib Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, rib, trim"
Sentry Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"sentry, armor, trim"
Shaper Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"shaper, armor, trim"
Silence Armor Trim,False,False,True,True,False,False,False,False,False,False,False,"silence, armor, trim"
Snout Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, snout, trim"
Spire Armor Trim,False,False,True,True,False,False,False,False,False,False,True,"armor, spire, trim"
Tide Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"tide, armor, trim"
Vex Armor Trim,False,False,True,True,False,False,False,False,False,False,True,"armor, vex, trim"
Ward Armor Trim,False,False,True,True,False,False,False,False,False,False,True,"armor, trim, ward"
Wayfinder Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"trim, armor, wayfinder"
Wild Armor Trim,False,False,True,True,False,False,False,False,False,True,False,"armor, wild, trim"
Firework Star,False,False,True,True,False,False,False,False,True,False,False,"star, firework"
Firework Rocket,False,False,False,False,False,False,False,True,True,False,False,"rocket, firework"
Firework Rocket (Flight Duration: 1),False,False,False,True,False,False,False,True,True,False,False,"(flight, rocket, 1), firework, duration:"
Firework Rocket (Flight Duration: 2),False,False,False,True,False,False,False,True,True,False,False,"(flight, rocket, firework, duration:, 2)"
Firework Rocket (Flight Duration: 3),False,False,False,True,False,False,False,True,True,False,False,"(flight, rocket, firework, duration:, 3)"
Glass Bottle,False,False,True,True,False,False,False,True,True,False,False,"clear, glass, transparent, bottle"
Bottle O' Enchanting,False,False,False,False,False,False,False,True,False,True,False,"o', enchanting, bottle"
Ominous Bottle,False,False,False,False,False,False,False,True,False,True,False,"ominous, bottle"
Dragon's Breath,True,False,False,False,False,False,False,False,False,True,False,"dragon's, breath"
Water Bottle,False,False,False,False,False,False,False,True,True,False,False,"water, bottle"
Uncraftable Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, uncraftable"
Awkward Potion,True,False,False,False,False,False,False,True,True,False,False,"potion, awkward"
Mundane Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, mundane"
Thick Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, thick"
Potion Of Healing,False,False,False,False,False,False,False,True,True,False,False,"potion, of, healing"
Potion Of Healing (Strong),False,False,False,False,False,False,False,True,True,False,False,"potion, of, healing, (strong)"
Potion Of Regeneration,True,False,False,False,False,False,False,True,True,False,False,"potion, of, regeneration"
Potion Of Regeneration (Long),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), regeneration"
Potion Of Regeneration (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, regeneration, (strong)"
Potion Of Strength,True,False,False,False,False,False,False,True,True,False,False,"potion, of, strength"
Potion Of Strength (Long),True,False,False,False,False,False,False,True,True,False,False,"potion, of, strength, (long)"
Potion Of Strength (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, strength, (strong)"
Potion Of Swiftness,False,False,False,False,False,False,False,True,True,False,False,"potion, of, swiftness"
Potion Of Swiftness (Long),False,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), swiftness"
Potion Of Swiftness (Strong),False,False,False,False,False,False,False,True,True,False,False,"potion, of, swiftness, (strong)"
Potion Of Leaping,True,False,False,False,False,False,False,True,True,False,False,"potion, of, leaping"
Potion Of Leaping (Long),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), leaping"
Potion Of Leaping (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, leaping, (strong)"
Potion Of Luck,False,False,False,False,False,False,False,True,True,False,False,"potion, of, luck"
Potion Of Night Vision,True,False,False,False,False,False,False,True,True,False,False,"potion, of, vision, night"
Potion Of Night Vision (Long),True,False,False,False,False,False,False,True,True,False,False,"vision, of, (long), night, potion"
Potion Of Invisibility,False,False,False,False,False,False,False,True,True,False,False,"potion, of, invisibility"
Potion Of Invisibility (Long),False,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), invisibility"
Potion Of Water Breathing,False,False,False,False,False,False,False,True,True,False,False,"potion, of, breathing, water"
Potion Of Water Breathing (Long),False,False,False,False,False,False,False,True,True,False,False,"breathing, of, (long), potion, water"
Potion Of Fire Resistance,False,False,False,False,False,False,False,True,True,False,False,"potion, of, fire, resistance"
Potion Of Fire Resistance (Long),False,False,False,False,False,False,False,True,True,False,False,"fire, resistance, of, (long), potion"
Potion Of Slow Falling,True,False,False,False,False,False,False,True,True,False,False,"potion, of, falling, slow"
Potion Of Slow Falling (Long),True,False,False,False,False,False,False,True,True,False,False,"slow, of, (long), falling, potion"
Potion Of Turtle Master,True,False,False,False,False,False,False,True,True,False,False,"potion, of, turtle, master"
Potion Of The Turtle Master (Long),True,False,False,False,False,False,False,True,True,False,False,"turtle, master, of, (long), the, potion"
Potion Of The Turtle Master (Strong),True,False,False,False,False,False,False,True,True,False,False,"turtle, master, (strong), of, the, potion"
Potion Of Harming,True,False,False,False,False,False,False,True,True,False,False,"potion, of, harming"
Potion Of Harming (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, harming, (strong)"
Potion Of Poison,True,False,False,False,False,False,False,True,True,False,False,"potion, of, poison"
Potion Of Poison (Long),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), poison"
Potion Of Poison (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (strong), poison"
Potion Of Weakness,False,False,False,False,False,False,False,True,True,False,False,"potion, of, weakness"
Potion Of Weakness (Long),False,False,False,False,False,False,False,True,True,False,False,"potion, of, weakness, (long)"
Potion Of Slowness,True,False,False,False,False,False,False,True,True,False,False,"potion, of, slowness"
Potion Of Slowness (Long),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (long), slowness"
Potion Of Slowness (Strong),True,False,False,False,False,False,False,True,True,False,False,"potion, of, (strong), slowness"
Potion Of Infestation,True,False,False,False,False,False,False,True,True,False,False,"potion, of, infestation"
Potion Of Oozing,True,False,False,False,False,False,False,True,True,False,False,"potion, of, oozing"
Potion Of Weaving,True,False,False,False,False,False,False,True,True,False,False,"potion, of, weaving"
Potion Of Wind Charging,True,False,False,False,False,False,False,True,True,False,False,"potion, of, wind, charging"
Splash Water Bottle,False,False,False,False,False,False,False,True,True,False,False,"splash, water, bottle"
Splash Uncraftable Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, uncraftable"
Splash Awkward Potion,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, awkward"
Splash Mundane Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, mundane"
Splash Thick Potion,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, thick"
Splash Potion Of Healing,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, healing, of"
Splash Potion Of Healing (Strong),False,False,False,False,False,False,False,True,True,False,False,"(strong), of, potion, splash, healing"
Splash Potion Of Regeneration,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, regeneration, of"
Splash Potion Of Regeneration (Long),True,False,False,False,False,False,False,True,True,False,False,"of, (long), potion, splash, regeneration"
Splash Potion Of Regeneration (Strong),True,False,False,False,False,False,False,True,True,False,False,"(strong), of, potion, splash, regeneration"
Splash Potion Of Strength,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, strength, of"
Splash Potion Of Strength (Long),True,False,False,False,False,False,False,True,True,False,False,"strength, of, (long), potion, splash"
Splash Potion Of Strength (Strong),True,False,False,False,False,False,False,True,True,False,False,"strength, (strong), of, potion, splash"
Splash Potion Of Swiftness,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, swiftness, of"
Splash Potion Of Swiftness (Long),False,False,False,False,False,False,False,True,True,False,False,"swiftness, of, (long), potion, splash"
Splash Potion Of Swiftness (Strong),False,False,False,False,False,False,False,True,True,False,False,"swiftness, (strong), of, potion, splash"
Splash Potion Of Leaping,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, leaping, of"
Splash Potion Of Leaping (Long),True,False,False,False,False,False,False,True,True,False,False,"leaping, of, (long), potion, splash"
Splash Potion Of Leaping (Strong),True,False,False,False,False,False,False,True,True,False,False,"leaping, (strong), of, potion, splash"
Splash Potion Of Luck,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, luck, of"
Splash Potion Of Night Vision,True,False,False,False,False,False,False,True,True,False,False,"vision, of, night, potion, splash"
Splash Potion Of Night Vision (Long),True,False,False,False,False,False,False,True,True,False,False,"vision, of, (long), night, potion, splash"
Splash Potion Of Invisibility,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, invisibility, of"
Splash Potion Of Invisibility (Long),False,False,False,False,False,False,False,True,True,False,False,"of, (long), potion, splash, invisibility"
Splash Potion Of Water Breathing,False,False,False,False,False,False,False,True,True,False,False,"breathing, of, potion, splash, water"
Splash Potion Of Water Breathing (Long),False,False,False,False,False,False,False,True,True,False,False,"breathing, of, (long), potion, splash, water"
Splash Potion Of Fire Resistance,False,False,False,False,False,False,False,True,True,False,False,"fire, resistance, of, potion, splash"
Splash Potion Of Fire Resistance (Long),False,False,False,False,False,False,False,True,True,False,False,"fire, resistance, of, (long), potion, splash"
Splash Potion Of Slow Falling,True,False,False,False,False,False,False,True,True,False,False,"slow, falling, of, potion, splash"
Splash Potion Of Slow Falling (Long),True,False,False,False,False,False,False,True,True,False,False,"slow, falling, of, (long), potion, splash"
Splash Potion Of Turtle Master,True,False,False,False,False,False,False,True,True,False,False,"turtle, master, of, potion, splash"
Splash Potion Of The Turtle Master (Long),True,False,False,False,False,False,False,True,True,False,False,"turtle, master, of, (long), the, potion, splash"
Splash Potion Of The Turtle Master (Strong),True,False,False,False,False,False,False,True,True,False,False,"turtle, master, (strong), of, the, potion, splash"
Splash Potion Of Harming,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, harming, of"
Splash Potion Of Harming (Strong),True,False,False,False,False,False,False,True,True,False,False,"(strong), of, potion, splash, harming"
Splash Potion Of Poison,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, poison, of"
Splash Potion Of Poison (Long),True,False,False,False,False,False,False,True,True,False,False,"poison, of, (long), potion, splash"
Splash Potion Of Poison (Strong),True,False,False,False,False,False,False,True,True,False,False,"poison, (strong), of, potion, splash"
Splash Potion Of Weakness,False,False,False,False,False,False,False,True,True,False,False,"potion, splash, weakness, of"
Splash Potion Of Weakness (Long),False,False,False,False,False,False,False,True,True,False,False,"weakness, of, (long), potion, splash"
Splash Potion Of Slowness,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, slowness, of"
Splash Potion Of Slowness (Long),True,False,False,False,False,False,False,True,True,False,False,"slowness, of, (long), potion, splash"
Splash Potion Of Slowness (Strong),True,False,False,False,False,False,False,True,True,False,False,"slowness, (strong), of, potion, splash"
Splash Potion Of Infestation,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, infestation, of"
Splash Potion Of Oozing,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, oozing, of"
Splash Potion Of Weaving,True,False,False,False,False,False,False,True,True,False,False,"potion, splash, weaving, of"
Splash Potion Of Wind Charging,True,False,False,False,False,False,False,True,True,False,False,"of, wind, charging, potion, splash"
Lingering Water Bottle,True,False,True,False,False,False,False,True,True,False,False,"water, lingering, bottle"
Lingering Uncraftable Potion,False,False,True,False,False,False,False,True,True,False,False,"potion, uncraftable, lingering"
Lingering Awkward Potion,True,False,True,False,False,False,False,True,True,False,False,"potion, lingering, awkward"
Lingering Mundane Potion,True,False,True,False,False,False,False,True,True,False,False,"potion, lingering, mundane"
Lingering Thick Potion,True,False,True,False,False,False,False,True,True,False,False,"potion, thick, lingering"
Lingering Potion Of Healing,True,False,True,False,False,False,False,True,True,False,False,"potion, of, healing, lingering"
Lingering Potion Of Healing (Strong),True,False,True,False,False,False,False,True,True,False,False,"(strong), of, lingering, potion, healing"
Lingering Potion Of Regeneration,True,False,True,False,False,False,False,True,True,False,False,"potion, of, regeneration, lingering"
Lingering Potion Of Regeneration (Long),True,False,True,False,False,False,False,True,True,False,False,"of, (long), potion, regeneration, lingering"
Lingering Potion Of Regeneration (Strong),True,False,True,False,False,False,False,True,True,False,False,"(strong), of, potion, regeneration, lingering"
Lingering Potion Of Strength,True,False,True,False,False,False,False,True,True,False,False,"potion, of, strength, lingering"
Lingering Potion Of Strength (Long),True,False,True,False,False,False,False,True,True,False,False,"strength, of, (long), potion, lingering"
Lingering Potion Of Strength (Strong),True,False,True,False,False,False,False,True,True,False,False,"strength, (strong), of, potion, lingering"
Lingering Potion Of Swiftness,True,False,True,False,False,False,False,True,True,False,False,"potion, of, swiftness, lingering"
Lingering Potion Of Swiftness (Long),True,False,True,False,False,False,False,True,True,False,False,"swiftness, of, (long), potion, lingering"
Lingering Potion Of Swiftness (Strong),True,False,True,False,False,False,False,True,True,False,False,"swiftness, (strong), of, potion, lingering"
Lingering Potion Of Leaping,True,False,True,False,False,False,False,True,True,False,False,"potion, of, leaping, lingering"
Lingering Potion Of Leaping (Long),True,False,True,False,False,False,False,True,True,False,False,"leaping, of, (long), potion, lingering"
Lingering Potion Of Leaping (Strong),True,False,True,False,False,False,False,True,True,False,False,"leaping, (strong), of, potion, lingering"
Lingering Potion Of Luck,False,False,True,False,False,False,False,True,True,False,False,"potion, of, luck, lingering"
Lingering Potion Of Night Vision,True,False,True,False,False,False,False,True,True,False,False,"vision, of, night, potion, lingering"
Lingering Potion Of Night Vision (Long),True,False,True,False,False,False,False,True,True,False,False,"vision, of, (long), night, potion, lingering"
Lingering Potion Of Invisibility ,True,False,True,False,False,False,False,True,True,False,False,"potion, of, lingering, invisibility"
Lingering Potion Of Invisibility (Long),True,False,True,False,False,False,False,True,True,False,False,"of, (long), invisibility, potion, lingering"
Lingering Potion Of Water Breathing,True,False,True,False,False,False,False,True,True,False,False,"breathing, of, potion, water, lingering"
Lingering Potion Of Water Breathing (Long),True,False,True,False,False,False,False,True,True,False,False,"breathing, of, (long), potion, water, lingering"
Lingering Potion Of Fire Resistance,True,False,True,False,False,False,False,True,True,False,False,"fire, resistance, of, potion, lingering"
Lingering Potion Of Fire Resistance (Long),True,False,True,False,False,False,False,True,True,False,False,"fire, resistance, of, (long), potion, lingering"
Lingering Potion Of Slow Falling,True,False,True,False,False,False,False,True,True,False,False,"slow, of, falling, potion, lingering"
Lingering Potion Of Slow Falling (Long),True,False,True,False,False,False,False,True,True,False,False,"slow, of, falling, (long), potion, lingering"
Lingering Potion Of Turtle Master,True,False,True,False,False,False,False,True,True,False,False,"turtle, master, of, potion, lingering"
Lingering Potion Of The Turtle Master (Long),True,False,True,False,False,False,False,True,True,False,False,"turtle, master, of, (long), the, potion, lingering"
Lingering Potion Of The Turtle Master (Strong),True,False,True,False,False,False,False,True,True,False,False,"turtle, master, (strong), of, the, potion, lingering"
Lingering Potion Of Harming,True,False,True,False,False,False,False,True,True,False,False,"potion, of, lingering, harming"
Lingering Potion Of Harming (Strong),True,False,True,False,False,False,False,True,True,False,False,"harming, (strong), of, potion, lingering"
Lingering Potion Of Poison,True,False,True,False,False,False,False,True,True,False,False,"potion, of, lingering, poison"
Lingering Potion Of Poison (Long),True,False,True,False,False,False,False,True,True,False,False,"poison, of, (long), potion, lingering"
Lingering Potion Of Poison (Strong),True,False,True,False,False,False,False,True,True,False,False,"poison, (strong), of, potion, lingering"
Lingering Potion Of Weakness,True,False,True,False,False,False,False,True,True,False,False,"potion, of, weakness, lingering"
Lingering Potion Of Weakness (Long),True,False,True,False,False,False,False,True,True,False,False,"of, (long), potion, weakness, lingering"
Lingering Potion Of Slowness,True,False,True,False,False,False,False,True,True,False,False,"potion, of, lingering, slowness"
Lingering Potion Of Slowness (Long),True,False,True,False,False,False,False,True,True,False,False,"slowness, of, (long), potion, lingering"
Lingering Potion Of Slowness (Strong),True,False,True,False,False,False,False,True,True,False,False,"slowness, (strong), of, potion, lingering"
Lingering Potion Of Infestation,True,False,True,False,False,False,False,True,True,False,False,"potion, of, infestation, lingering"
Lingering Potion Of Oozing,True,False,True,False,False,False,False,True,True,False,False,"potion, of, oozing, lingering"
Lingering Potion Of Weaving,True,False,True,False,False,False,False,True,True,False,False,"potion, of, weaving, lingering"
Lingering Potion Of Wind Charging,True,False,True,False,False,False,False,True,True,False,False,"of, wind, charging, potion, lingering"
Saddle,False,False,False,False,False,False,False,True,True,False,False,saddle
Leather Horse Armor,False,False,False,True,False,False,False,True,True,False,False,"leather, armor, horse"
Iron Horse Armor,False,False,False,False,True,False,True,True,True,False,False,"iron, gray, armor, horse"
Golden Horse Armor,False,False,False,False,True,False,True,True,True,False,False,"yellow, armor, horse, golden"
Diamond Horse Armor,False,False,False,False,False,False,False,True,True,False,False,"armor, blue, diamond, precious, shiny, horse"
Wolf Armor,False,False,False,True,False,False,False,True,True,False,False,"armor, wolf"
Bucket,False,False,False,True,False,False,False,True,True,False,False,bucket
Water Bucket,False,False,False,False,False,False,False,True,True,False,False,"bucket, water"
Bucket Of Cod,True,False,False,False,False,False,False,True,True,False,False,"of, cod, bucket"
Bucket Of Salmon,True,False,False,False,False,False,False,True,True,False,False,"of, bucket, salmon"
Bucket Of Tropical Fish,True,False,False,False,False,False,False,True,True,False,False,"of, fish, bucket, tropical"
Bucket Of Pufferfish,True,False,False,False,False,False,False,True,True,False,False,"of, bucket, pufferfish"
Bucket Of Axolotl,True,False,False,False,False,False,False,True,True,False,False,"of, axolotl, bucket"
Bucket Of Tadpole,True,False,False,False,False,False,False,True,True,False,False,"tadpole, of, bucket"
Lava Bucket,False,False,False,False,False,False,False,True,True,False,False,"bucket, lava"
Milk Bucket,False,False,True,False,False,False,False,True,True,False,False,"milk, bucket"
Powder Snow Bucket,True,False,False,False,False,False,False,True,True,False,False,"powder, snow, bucket"
Flint And Steel,True,True,True,True,False,False,False,True,True,False,False,"and, flint, steel"
Shears,False,True,True,True,False,False,False,True,True,False,False,shears
Compass,False,True,True,True,False,False,False,True,True,False,False,compass
Recovery Compass,False,False,False,True,False,False,False,False,False,True,False,"compass, recovery"
Clock,False,False,False,True,False,False,False,False,True,False,False,clock
Spyglass,False,False,False,True,False,False,False,True,True,False,False,"clear, spyglass, transparent"
Brush,False,False,True,True,False,False,False,True,True,False,False,brush
Lead,False,False,False,True,False,False,False,True,True,False,False,lead
Nametag,True,False,False,False,False,False,False,True,True,False,False,nametag
Totem Of Undying,False,False,False,False,False,False,False,False,False,True,False,"of, undying, totem"
Fishing Rod,False,True,True,True,False,False,False,True,True,False,False,"rod, fishing"
Carrot On A Stick,False,True,True,True,False,False,False,True,True,False,False,"a, stick, on, carrot"
Warped Fungus On A Stick,False,True,True,True,False,False,False,True,True,False,False,"on, a, stick, fungus, warped"
Bow,False,True,True,True,False,False,False,True,True,False,False,bow
Crossbow,False,True,True,True,False,False,False,True,True,False,False,crossbow
Shield,False,True,True,True,False,False,False,True,True,False,False,shield
Mace,False,True,True,True,False,False,False,False,False,False,False,mace
Trident,False,True,True,False,False,False,False,True,False,False,True,trident
Turtle Shell,True,True,True,True,False,False,False,True,True,False,False,"turtle, shell"
Elytra,False,True,True,False,False,False,False,True,False,False,False,elytra
Wooden Sword,False,True,True,True,False,False,False,False,True,False,False,"wooden, sword, brown"
Stone Sword,False,True,True,True,False,False,False,False,True,False,False,"stone, sword, gray, rock, solid"
Iron Sword,False,True,True,True,True,False,True,False,True,False,False,"iron, sword, gray"
Golden Sword,False,True,True,True,True,False,True,False,True,False,False,"yellow, sword, golden"
Diamond Sword,False,True,True,True,False,False,False,False,True,False,False,"sword, blue, diamond, precious, shiny"
Netherite Sword,False,True,True,True,False,False,False,False,True,False,False,"netherite, sword"
Wooden Pickaxe,False,True,True,True,False,False,False,False,True,False,False,"wooden, pickaxe, brown"
Stone Pickaxe,False,True,True,True,False,False,False,False,True,False,False,"stone, gray, pickaxe, rock, solid"
Iron Pickaxe,False,True,True,True,True,False,True,False,True,False,False,"iron, gray, pickaxe"
Golden Pickaxe,False,True,True,True,True,False,True,False,True,False,False,"yellow, pickaxe, golden"
Diamond Pickaxe,False,True,True,True,False,False,False,False,True,False,False,"blue, pickaxe, diamond, precious, shiny"
Netherite Pickaxe,False,True,True,True,False,False,False,False,True,False,False,"netherite, pickaxe"
Wooden Axe,False,True,True,True,False,False,False,True,True,False,False,"axe, wooden, brown"
Stone Axe,False,True,True,True,False,False,False,True,True,False,False,"stone, axe, gray, rock, solid"
Iron Axe,False,True,True,True,True,False,True,True,True,False,False,"iron, gray, axe"
Golden Axe,False,True,True,True,True,False,True,True,True,False,False,"axe, yellow, golden"
Diamond Axe,False,True,True,True,False,False,False,True,True,False,False,"axe, blue, diamond, precious, shiny"
Netherite Axe,False,True,True,True,False,False,False,True,True,False,False,"netherite, axe"
Wooden Shovel,False,True,True,True,False,False,False,True,True,False,False,"wooden, shovel, brown"
Stone Shovel,False,True,True,True,False,False,False,True,True,False,False,"stone, shovel, gray, rock, solid"
Iron Shovel,False,True,True,True,True,False,True,True,True,False,False,"iron, gray, shovel"
Golden Shovel,False,True,True,True,True,False,True,True,True,False,False,"yellow, shovel, golden"
Diamond Shovel,False,True,True,True,False,False,False,True,True,False,False,"shovel, blue, diamond, precious, shiny"
Netherite Shovel,False,True,True,True,False,False,False,True,True,False,False,"netherite, shovel"
Wooden Hoe,False,True,True,True,False,False,False,True,True,False,False,"wooden, brown, hoe"
Stone Hoe,False,True,True,True,False,False,False,True,True,False,False,"stone, gray, rock, solid, hoe"
Iron Hoe,False,True,True,True,True,False,True,True,True,False,False,"iron, gray, hoe"
Golden Hoe,False,True,True,True,True,False,True,True,True,False,False,"yellow, golden, hoe"
Diamond Hoe,False,True,True,True,False,False,False,True,True,False,False,"blue, diamond, precious, shiny, hoe"
Netherite Hoe,False,True,True,True,False,False,False,True,True,False,False,"netherite, hoe"
Leather Cap,False,True,True,True,False,False,False,True,True,False,False,"leather, cap"
Chainmail Helmet,False,True,True,True,True,False,True,True,False,True,False,"helmet, chainmail"
Iron Helmet,False,True,True,True,True,False,True,True,True,False,False,"iron, gray, helmet"
Golden Helmet,False,True,True,True,True,False,True,True,True,False,False,"yellow, helmet, golden"
Diamond Helmet,False,True,True,True,False,False,False,True,True,False,False,"blue, diamond, precious, shiny, helmet"
Netherite Helmet,False,True,True,True,False,False,False,True,True,False,False,"netherite, helmet"
Leather Tunic,False,True,True,True,False,False,False,True,True,False,False,"leather, tunic"
Chainmail Chestplate,False,True,True,True,True,False,True,True,False,True,False,"chestplate, chainmail"
Iron Chestplate,False,True,True,True,True,False,True,True,True,False,False,"iron, gray, chestplate"
